File Name,App Name,Log Line,Privacy Info,Privacy Value,Third Party,Log Level
99acres.txt,99acres,"05-26 08:32:25.994  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_impression, Bundle[{device_manufacturer=Google, eventCategory=app_push_permission_nudge, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=user_view, screen_name=, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=, clid=null, count=18, firstSeen=Yes, app_version_Code=468, app_version_name=14.2.0, product_type=home_search, time_stamp=1716679945848, login_state=0}]",Manufacturer / model,Google Pixel 5a,25.994,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.994  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_impression, Bundle[{device_manufacturer=Google, eventCategory=app_push_permission_nudge, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=user_view, screen_name=, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=, clid=null, count=18, firstSeen=Yes, app_version_Code=468, app_version_name=14.2.0, product_type=home_search, time_stamp=1716679945848, login_state=0}]",Manufacturer / model,Google Pixel 5a,25.994,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.994  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_impression, Bundle[{device_manufacturer=Google, eventCategory=app_push_permission_nudge, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=user_view, screen_name=, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=, clid=null, count=18, firstSeen=Yes, app_version_Code=468, app_version_name=14.2.0, product_type=home_search, login_state=0}]",Manufacturer / model,Google Pixel 5a,25.994,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.072  4056 11807 E FA-SVC  : Event can't contain more than 25 params: New_Onboarding_SU_Welcome, Bundle[{device_manufacturer=Google, eventCategory=New_Onboarding_SU, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=Welcome, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=27, app_version_Code=468, app_version_name=14.2.0, sessionId=159bb7507878f9671716679940041, product_type=home_search, time_stamp=1716679945885, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,26.072,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.072  4056 11807 E FA-SVC  : Event can't contain more than 25 params: New_Onboarding_SU_Welcome, Bundle[{device_manufacturer=Google, eventCategory=New_Onboarding_SU, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=Welcome, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=27, app_version_Code=468, app_version_name=14.2.0, product_type=home_search, time_stamp=1716679945885, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,26.072,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.072  4056 11807 E FA-SVC  : Event can't contain more than 25 params: New_Onboarding_SU_Welcome, Bundle[{device_manufacturer=Google, eventCategory=New_Onboarding_SU, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=Welcome, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=27, app_version_Code=468, app_version_name=14.2.0, product_type=home_search, time_stamp=1716679945885, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,26.072,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.073  4056 11807 E FA-SVC  : Event can't contain more than 25 params: New_Onboarding_SU_Welcome, Bundle[{device_manufacturer=Google, eventCategory=New_Onboarding_SU, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=Welcome, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=27, app_version_Code=468, app_version_name=14.2.0, product_type=home_search, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,26.073,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.133  4056 11807 E FA-SVC  : Event can't contain more than 25 params: experiment_values, Bundle[{device_manufacturer=Google, ml_recommended_recently_added={value=true, source=remote}, eventCategory=experiment, device_protect_exp={value=true, source=remote}, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, cvv_less_exp={value=false, source=remote}, relevancy_change_interest_led_experiment={value=false, source=remote}, owner_premium_scenario={value=false, source=remote}, srp_top_fold_v2={value=variantA, source=remote}, is_insurance_checkbox={value=true, source=remote}, device_sdk_release=14, device_brand=google, home_page_edge_services={value=true, source=remote}, device_model=Pixel 5a, eventAction=values, whatsapp_login_poc={value=false, source=remote}, poc_new_referral_program_exp={value=false, source=remote}, lock_nearby_properties={value=false, source=remote}, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=15, hp_add_ons_position={value=default, source=remote}, nearby_map_view={value=variantA, source=remote}, ml_recommended_nearby_recommendation={value=false, source=remote}, app_version_Code=468, app_version_name=14.2.0, qc_hook_exp={value=true, source=remote}, sessionId=159bb7507878f9671716679940041, poc_gst_breakage={value=false, source=remote}, product_type=home_search, ra_ins_add_on={value=true, source=remote}, lead_drop_experiment={value=Control, source=remote}, time_stamp=1716679945851, show_listings_section_rent={value=false, source=remote}, show_feedback_modal={value=true, source=remote}, compare_properties_experiment={value=default, source=remote}, hp_header_story={value=true, source=remote}, login_state=0, lending_form_exp={value=false, source=remote}, serp_relevance_health_experiment={value=variantB, source=remote}, show_enhanced_moondragon={value=false, source=remote}, contextual_cta_experiment={value=variantA, source=remote}, service=null}]",Manufacturer / model,Google Pixel 5a,26.133,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.133  4056 11807 E FA-SVC  : Event can't contain more than 25 params: experiment_values, Bundle[{device_manufacturer=Google, ml_recommended_recently_added={value=true, source=remote}, eventCategory=experiment, device_protect_exp={value=true, source=remote}, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, cvv_less_exp={value=false, source=remote}, relevancy_change_interest_led_experiment={value=false, source=remote}, owner_premium_scenario={value=false, source=remote}, srp_top_fold_v2={value=variantA, source=remote}, is_insurance_checkbox={value=true, source=remote}, device_sdk_release=14, device_brand=google, home_page_edge_services={value=true, source=remote}, device_model=Pixel 5a, eventAction=values, whatsapp_login_poc={value=false, source=remote}, poc_new_referral_program_exp={value=false, source=remote}, lock_nearby_properties={value=false, source=remote}, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=15, hp_add_ons_position={value=default, source=remote}, nearby_map_view={value=variantA, source=remote}, ml_recommended_nearby_recommendation={value=false, source=remote}, app_version_Code=468, app_version_name=14.2.0, qc_hook_exp={value=true, source=remote}, sessionId=159bb7507878f9671716679940041, poc_gst_breakage={value=false, source=remote}, product_type=home_search, ra_ins_add_on={value=true, source=remote}, lead_drop_experiment={value=Control, source=remote}, time_stamp=1716679945851, show_listings_section_rent={value=false, source=remote}, show_feedback_modal={value=true, source=remote}, compare_properties_experiment={value=default, source=remote}, login_state=0, lending_form_exp={value=false, source=remote}, serp_relevance_health_experiment={value=variantB, source=remote}, show_enhanced_moondragon={value=false, source=remote}, contextual_cta_experiment={value=variantA, source=remote}, service=null}]",Manufacturer / model,Google Pixel 5a,26.133,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.133  4056 11807 E FA-SVC  : Event can't contain more than 25 params: experiment_values, Bundle[{device_manufacturer=Google, ml_recommended_recently_added={value=true, source=remote}, eventCategory=experiment, device_protect_exp={value=true, source=remote}, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, cvv_less_exp={value=false, source=remote}, relevancy_change_interest_led_experiment={value=false, source=remote}, owner_premium_scenario={value=false, source=remote}, srp_top_fold_v2={value=variantA, source=remote}, device_sdk_release=14, device_brand=google, home_page_edge_services={value=true, source=remote}, device_model=Pixel 5a, eventAction=values, whatsapp_login_poc={value=false, source=remote}, poc_new_referral_program_exp={value=false, source=remote}, lock_nearby_properties={value=false, source=remote}, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=15, hp_add_ons_position={value=default, source=remote}, nearby_map_view={value=variantA, source=remote}, ml_recommended_nearby_recommendation={value=false, source=remote}, app_version_Code=468, app_version_name=14.2.0, qc_hook_exp={value=true, source=remote}, sessionId=159bb7507878f9671716679940041, poc_gst_breakage={value=false, source=remote}, product_type=home_search, ra_ins_add_on={value=true, source=remote}, lead_drop_experiment={value=Control, source=remote}, time_stamp=1716679945851, show_listings_section_rent={value=false, source=remote}, show_feedback_modal={value=true, source=remote}, compare_properties_experiment={value=default, source=remote}, login_state=0, lending_form_exp={value=false, source=remote}, serp_relevance_health_experiment={value=variantB, source=remote}, show_enhanced_moondragon={value=false, source=remote}, contextual_cta_experiment={value=variantA, source=remote}, service=null}]",Manufacturer / model,Google Pixel 5a,26.133,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.133  4056 11807 E FA-SVC  : Event can't contain more than 25 params: experiment_values, Bundle[{device_manufacturer=Google, ml_recommended_recently_added={value=true, source=remote}, eventCategory=experiment, device_protect_exp={value=true, source=remote}, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, cvv_less_exp={value=false, source=remote}, relevancy_change_interest_led_experiment={value=false, source=remote}, owner_premium_scenario={value=false, source=remote}, srp_top_fold_v2={value=variantA, source=remote}, device_sdk_release=14, device_brand=google, home_page_edge_services={value=true, source=remote}, device_model=Pixel 5a, eventAction=values, whatsapp_login_poc={value=false, source=remote}, poc_new_referral_program_exp={value=false, source=remote}, lock_nearby_properties={value=false, source=remote}, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=15, hp_add_ons_position={value=default, source=remote}, nearby_map_view={value=variantA, source=remote}, ml_recommended_nearby_recommendation={value=false, source=remote}, app_version_Code=468, app_version_name=14.2.0, qc_hook_exp={value=true, source=remote}, sessionId=159bb7507878f9671716679940041, poc_gst_breakage={value=false, source=remote}, product_type=home_search, ra_ins_add_on={value=true, source=remote}, time_stamp=1716679945851, show_listings_section_rent={value=false, source=remote}, show_feedback_modal={value=true, source=remote}, compare_properties_experiment={value=default, source=remote}, login_state=0, lending_form_exp={value=false, source=remote}, serp_relevance_health_experiment={value=variantB, source=remote}, show_enhanced_moondragon={value=false, source=remote}, contextual_cta_experiment={value=variantA, source=remote}, service=null}]",Manufacturer / model,Google Pixel 5a,26.133,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.133  4056 11807 E FA-SVC  : Event can't contain more than 25 params: experiment_values, Bundle[{device_manufacturer=Google, ml_recommended_recently_added={value=true, source=remote}, eventCategory=experiment, device_protect_exp={value=true, source=remote}, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, cvv_less_exp={value=false, source=remote}, relevancy_change_interest_led_experiment={value=false, source=remote}, owner_premium_scenario={value=false, source=remote}, srp_top_fold_v2={value=variantA, source=remote}, device_sdk_release=14, device_brand=google, home_page_edge_services={value=true, source=remote}, device_model=Pixel 5a, eventAction=values, whatsapp_login_poc={value=false, source=remote}, poc_new_referral_program_exp={value=false, source=remote}, lock_nearby_properties={value=false, source=remote}, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=15, hp_add_ons_position={value=default, source=remote}, nearby_map_view={value=variantA, source=remote}, ml_recommended_nearby_recommendation={value=false, source=remote}, app_version_Code=468, app_version_name=14.2.0, qc_hook_exp={value=true, source=remote}, sessionId=159bb7507878f9671716679940041, poc_gst_breakage={value=false, source=remote}, product_type=home_search, ra_ins_add_on={value=true, source=remote}, time_stamp=1716679945851, show_listings_section_rent={value=false, source=remote}, show_feedback_modal={value=true, source=remote}, compare_properties_experiment={value=default, source=remote}, login_state=0, serp_relevance_health_experiment={value=variantB, source=remote}, show_enhanced_moondragon={value=false, source=remote}, contextual_cta_experiment={value=variantA, source=remote}, service=null}]",Manufacturer / model,Google Pixel 5a,26.133,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.134  4056 11807 E FA-SVC  : Event can't contain more than 25 params: experiment_values, Bundle[{device_manufacturer=Google, ml_recommended_recently_added={value=true, source=remote}, eventCategory=experiment, device_protect_exp={value=true, source=remote}, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, cvv_less_exp={value=false, source=remote}, relevancy_change_interest_led_experiment={value=false, source=remote}, owner_premium_scenario={value=false, source=remote}, srp_top_fold_v2={value=variantA, source=remote}, device_sdk_release=14, device_brand=google, home_page_edge_services={value=true, source=remote}, device_model=Pixel 5a, eventAction=values, whatsapp_login_poc={value=false, source=remote}, poc_new_referral_program_exp={value=false, source=remote}, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=15, hp_add_ons_position={value=default, source=remote}, nearby_map_view={value=variantA, source=remote}, ml_recommended_nearby_recommendation={value=false, source=remote}, app_version_Code=468, app_version_name=14.2.0, qc_hook_exp={value=true, source=remote}, sessionId=159bb7507878f9671716679940041, poc_gst_breakage={value=false, source=remote}, product_type=home_search, ra_ins_add_on={value=true, source=remote}, time_stamp=1716679945851, show_listings_section_rent={value=false, source=remote}, show_feedback_modal={value=true, source=remote}, compare_properties_experiment={value=default, source=remote}, login_state=0, serp_relevance_health_experiment={value=variantB, source=remote}, show_enhanced_moondragon={value=false, source=remote}, contextual_cta_experiment={value=variantA, source=remote}, service=null}]",Manufacturer / model,Google Pixel 5a,26.134,FA-SVC
99acres.txt,99acres,"05-26 08:32:26.134  4056 11807 E FA-SVC  : Event can't contain more than 25 params: experiment_values, Bundle[{device_manufacturer=Google, ml_recommended_recently_added={value=true, source=remote}, eventCategory=experiment, device_protect_exp={value=true, source=remote}, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, cvv_less_exp={value=false, source=remote}, relevancy_change_interest_led_experiment={value=false, source=remote}, owner_premium_scenario={value=false, source=remote}, srp_top_fold_v2={value=variantA, source=remote}, device_sdk_release=14, device_brand=google, home_page_edge_services={value=true, source=remote}, device_model=Pixel 5a, eventAction=values, whatsapp_login_poc={value=false, source=remote}, poc_new_referral_program_exp={value=false, source=remote}, screen_name=appLanding, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=appLanding, clid=null, count=15, hp_add_ons_position={value=default, source=remote}, nearby_map_view={value=variantA, source=remote}, ml_recommended_nearby_recommendation={value=false, source=remote}, app_version_Code=468, app_version_name=14.2.0, qc_hook_exp={value=true, source=remote}, sessionId=159bb7507878f9671716679940041, poc_gst_breakage={value=false, source=remote}, product_type=home_search, ra_ins_add_on={value=true, source=remote}, time_stamp=1716679945851, show_listings_section_rent={value=false, source=remote}, show_feedback_modal={value=true, source=remote}, compare_properties_experiment={value=default, source=remote}, serp_relevance_health_experiment={value=variantB, source=remote}, show_enhanced_moondragon={value=false, source=remote}, contextual_cta_experiment={value=variantA, source=remote}, service=null}]",Manufacturer / model,Google Pixel 5a,26.134,FA-SVC
